"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","SchoolYear","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"505","14K196","P.S. 196 TEN EYCK",2015,113,303,"28.3","37.2","23.9","10.6","34.5","2015","P.S. 196 Ten Eyck",333,2,"P.S. 196 Ten Eyck |  M.S. 582 |  207 BUSHWICK AVENUE CONSOLIDATED LOCATION",0,0,0,0,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11206,40.708723,-73.940002,1,34,485,3071024,3030460001,"Bushwick South","4C","501-750",3071024,3030460001,0
"506","14K250","P.S. 250 GEORGE H. LINDSAY",2015,344,294,"38.1","34.9","17.7","9.3","27","2015","P.S. 250 George H. Lindsay",714,1,"P.S. 250 George H. Lindsay",0,1,4,0,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11206,40.707104,-73.945475,1,34,505,3071199,3030600001,"East Williamsburg",NA,NA,NA,NA,6
"507","14K257","P.S. 257 JOHN F. HYLAN",2015,266,307,"22.9","32.3","29.7","15","44.7","2015","P.S. 257 John F. Hylan",679,1,"P.S. 257 John F. Hylan",0,1,2,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11206,40.702392,-73.941801,1,34,491,3071571,3031140011,"East Williamsburg",NA,NA,NA,NA,4
"508","14K297","P.S. 297 ABRAHAM STOCKTON",2015,117,289,"50.4","27.4","18.8","3.4","22.2","2015","P.S. 297 Abraham Stockton",237,1,"P.S. 297 Abraham Stockton",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BROOKLYN",11206,40.697781,-73.947809,3,36,257,3048508,3017390011,"Bedford",NA,NA,NA,NA,0
"509","14K318","I.S. 318 EUGENIO MARIA DE HOSTOS",2015,1308,298,"33.9","41.4","16.1","8.6","24.6","2015","I.S. 318 Eugenio Maria De Hostos",1607,1,"I.S. 318 Eugenio Maria De Hostos",1,1,3,0,2,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","BROOKLYN",11206,40.7025,-73.948869,1,33,509,3061328,3022460001,"Williamsburg",NA,NA,NA,NA,7
"510","14K330","THE SCHOOL FOR THE URBAN ENVIRONMENT",2015,48,281,"64.6","22.9","6.3","6.3","12.5","2015","The School for the Urban Environment",57,4,"Foundations Academy|  The Urban Assembly School for the Urban Environmen|  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION",0,4,3,1,3,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11206,40.697152,-73.946641,3,36,257,3048517,3017430018,"Bedford","3C","251-500",3048517,3017430018,11
"511","14K380","P.S. 380 JOHN WAYNE ELEMENTARY",2015,238,308,"21.4","37.4","29.8","11.3","41.2","2015","P.S. 380 John Wayne Elementary",658,1,"P.S. 380 John Wayne Elementary",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11206,40.702427,-73.952985,1,33,531,3061235,3022360009,"Bedford",NA,NA,NA,NA,1
"512","14K414","BROOKLYN ARBOR ELEMENTARY SCHOOL",2015,177,295,"31.1","36.2","23.7","9","32.8","2015","Brooklyn Arbor Elementary School",436,2,"P.S. 019 Roberto Clemente |  Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11211,40.709647,-73.95465,1,34,527,3063188,3024230001,"North Side-South Side","3C","251-500",3063188,3024230001,0
"513","14K577","CONSELYEA PREPARATORY SCHOOL",2015,399,301,"30.3","42.1","18.5","9","27.6","2015","Conselyea Preparatory School",498,2,"P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION",0,0,4,0,0,"3C","251-500","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11211,40.715351,-73.956716,1,34,519,3062337,3023450001,"North Side-South Side","5C","751-1000",3062337,3023450001,4
"514","14K582","M.S. 582",2015,195,277,"64.6","31.3","3.6","0.5","4.1","2015","M.S. 582",243,2,"P.S. 196 Ten Eyck |  M.S. 582 |  207 BUSHWICK AVENUE CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11206,40.708723,-73.940002,1,34,485,3071024,3030460001,"Bushwick South","4C","501-750",3071024,3030460001,0
"515","14K586","LYONS COMMUNITY SCHOOL",2015,162,263,"79","19.8","1.2","0","1.2","2015","Lyons Community School",520,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",3,5,4,6,2,"4C","501-750","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11206,40.709941,-73.943641,1,34,505,3070825,3030250001,"East Williamsburg","7C","1251-1500",3070825,3030250001,20
"516","14K614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",2015,113,300,"26.5","54","15","4.4","19.5","2015","Young Women's Leadership School of Brooklyn",380,2,"P.S. 147 Isaac Remsen |  Young Women's Leadership School of Brooklyn |  325 BUSHWICK AVENUE CONSOLIDATED LOCATION",1,2,3,1,2,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11206,40.705204,-73.939407,1,34,485,3071418,3030910001,"Bushwick South","4C","501-750",3071418,3030910001,9
"517","15K001","P.S. 001 THE BERGEN",2015,489,300,"29.9","37.4","24.7","8","32.7","2015","P.S. 001 The Bergen",1277,1,"P.S. 001 The Bergen",0,0,0,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11220,40.649042,-74.012289,7,38,80,3011821,3007550022,"Sunset Park West",NA,NA,NA,NA,0
"518","15K010","MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",2015,368,328,"9.5","21.5","33.4","35.6","69","2015","Magnet School of Math, Science and Design Technolo",1097,1,"Magnet School of Math, Science and Design Technolo",1,0,0,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BROOKLYN",11215,40.661061,-73.986534,7,38,149,3016509,3008690001,"Park Slope-Gowanus",NA,NA,NA,NA,2
"519","15K015","P.S. 015 PATRICK F. DALY",2015,151,298,"37.1","28.5","21.2","13.2","34.4","2015","P.S. 015 Patrick F. Daly",454,1,"P.S. 015 Patrick F. Daly",1,1,0,2,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11231,40.677343,-74.011558,6,38,53,3008585,3005660001,"Carroll Gardens-Columbia Street-Red Hook",NA,NA,NA,NA,4
"520","15K024","P.S. 024",2015,332,291,"42.5","34.9","17.2","5.4","22.6","2015","P.S. 024",712,1,"P.S. 024",0,0,3,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11232,40.652701,-74.004743,7,38,84,3346119,3007010001,"Sunset Park West",NA,NA,NA,NA,3
"521","15K029","P.S. 029 JOHN M. HARRIGAN",2015,248,337,"3.2","14.1","34.3","48.4","82.7","2015","P.S. 029 John M. Harrigan",846,1,"P.S. 029 John M. Harrigan",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11201,40.686951,-73.99806,6,39,45,3255627,3003110001,"Carroll Gardens-Columbia Street-Red Hook",NA,NA,NA,NA,0
"522","15K032","P.S. 032 SAMUEL MILLS SPROLE",2015,126,324,"13.5","28.6","27","31","57.9","2015","P.S. 032 Samuel Mills Sprole",483,2,"P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION",0,4,1,4,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11231,40.680445,-73.991949,6,39,75,3395587,3004370001,"Carroll Gardens-Columbia Street-Red Hook","4C","501-750",3395587,3004370001,9
"523","15K038","P.S. 038 THE PACIFIC",2015,180,304,"33.9","23.3","17.2","25.6","42.8","2015","P.S. 038 The Pacific",540,1,"P.S. 038 The Pacific",0,2,1,2,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11217,40.685264,-73.982639,2,33,39,3001183,3001910001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",NA,NA,NA,NA,5
"524","15K039","P.S. 039 HENRY BRISTOW",2015,151,333,"7.3","18.5","33.8","40.4","74.2","2015","P.S. 039 Henry Bristow",408,1,"P.S. 039 Henry Bristow",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11215,40.668916,-73.983195,6,39,153,3021932,3010000001,"Park Slope-Gowanus",NA,NA,NA,NA,0
"525","15K051","M.S. 51 WILLIAM ALEXANDER",2015,872,334,"7.8","18.7","32.2","41.3","73.5","2015","M.S. 51 William Alexander",1123,1,"M.S. 51 William Alexander",0,1,0,0,1,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BROOKLYN",11215,40.672015,-73.983947,6,39,135,3021057,3009810111,"Park Slope-Gowanus",NA,NA,NA,NA,2
"526","15K058","P.S. 058 THE CARROLL",2015,389,334,"5.1","18.5","37","39.3","76.3","2015","P.S. 058 The Carroll",974,1,"P.S. 058 The Carroll",0,1,0,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11231,40.680149,-73.994938,6,39,77,3007547,3004490015,"Carroll Gardens-Columbia Street-Red Hook",NA,NA,NA,NA,2
"527","15K088","J.H.S. 088 PETER ROUGET",2015,1023,304,"25.6","45.7","20","8.7","28.7","2015","J.H.S. 088 Peter Rouget",1252,2,"P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION",0,2,3,1,1,"7C","1251-1500","1.96","7.74","16.07","5.48","3.44","BROOKLYN",11215,40.660024,-73.987637,7,38,147,3331276,3008800001,"Sunset Park West","10C","2001-2500",3331276,3008800001,7
"528","15K094","P.S. 094 THE HENRY LONGFELLOW",2015,714,304,"32.2","25.2","23.8","18.8","42.6","2015","P.S. 094 The Henry Longfellow",1508,1,"P.S. 094 The Henry Longfellow",0,1,4,1,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","BROOKLYN",11220,40.64366,-74.008252,7,38,98,3332126,3007920026,"Sunset Park East",NA,NA,NA,NA,6
"529","15K107","P.S. 107 JOHN W. KIMBALL",2015,238,339,"2.1","14.3","39.9","43.7","83.6","2015","P.S. 107 John W. Kimball",571,1,"P.S. 107 John W. Kimball",0,1,1,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11215,40.663251,-73.981289,6,39,167,3026517,3011010001,"Park Slope-Gowanus",NA,NA,NA,NA,3
"530","15K124","P.S. 124 SILAS B. DUTCHER",2015,134,300,"30.6","38.1","17.9","13.4","31.3","2015","P.S. 124 Silas B. Dutcher",346,1,"P.S. 124 Silas B. Dutcher",0,1,0,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11215,40.667545,-73.991046,6,39,141,3023391,3010340001,"Park Slope-Gowanus",NA,NA,NA,NA,2
"531","15K130","P.S. 130 THE PARKSIDE",2015,249,310,"17.3","39.8","27.3","15.7","43","2015","P.S. 130 The Parkside",685,1,"P.S. 130 The Parkside",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11218,40.648884,-73.975607,7,39,500,3124019,3053190001,"Windsor Terrace",NA,NA,NA,NA,0
"532","15K131","P.S. 131 BROOKLYN",2015,481,312,"24.3","26.6","26.8","22.2","49.1","2015","P.S. 131 Brooklyn",1154,1,"P.S. 131 Brooklyn",0,0,4,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BROOKLYN",11219,40.641157,-73.993482,12,39,224,3136085,3056030001,"Borough Park",NA,NA,NA,NA,4
"533","15K136","I.S. 136 CHARLES O. DEWEY",2015,468,279,"60.7","31.6","5.3","2.4","7.7","2015","I.S. 136 Charles O. Dewey",484,2,"I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION",0,1,2,0,1,"3C","251-500","0.48","2.19","3.69","1.29","1","BROOKLYN",11232,40.651977,-74.006862,7,38,82,3010580,3007130020,"Sunset Park West","6C","1001-1250",3010580,3007130020,4
"534","15K146","P.S. 146",2015,16,317,"6.3","37.5","43.8","12.5","56.3","2015","P.S. 146",659,2,"P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION",0,3,2,3,0,"4C","501-750","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11231,40.68007,-74.001377,6,39,63,3336036,3003690001,"Carroll Gardens-Columbia Street-Red Hook","7C","1251-1500",3336036,3003690001,8
"535","15K154","THE WINDSOR TERRACE SCHOOL",2015,205,327,"11.2","24.4","31.2","33.2","64.4","2015","The Windsor Terrace School",547,1,"The Windsor Terrace School",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11215,40.657472,-73.97618,7,39,171,3121871,3052570001,"Windsor Terrace",NA,NA,NA,NA,2
"536","15K169","P.S. 169 SUNSET PARK",2015,802,314,"20.7","29.4","25.8","24.1","49.9","2015","P.S. 169 Sunset Park",1661,1,"P.S. 169 Sunset Park",0,0,0,0,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","BROOKLYN",11232,40.64629,-74.001903,7,38,92,3011002,3007320001,"Sunset Park East",NA,NA,NA,NA,0
"537","15K172","P.S. 172 BEACON SCHOOL OF EXCELLENCE",2015,242,352,"0.4","1.2","34.3","64","98.3","2015","P.S. 172 Beacon School of Excellence",597,1,"P.S. 172 Beacon School of Excellence",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11232,40.657914,-74.000652,7,38,101,3009847,3006690001,"Sunset Park West",NA,NA,NA,NA,0
"538","15K230","P.S. 230 DORIS L. COHEN",2015,574,309,"27.2","26.1","22.8","23.9","46.7","2015","P.S. 230 Doris L. Cohen",1319,1,"P.S. 230 Doris L. Cohen",0,0,0,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11218,40.645017,-73.980761,12,39,498,3124109,3053230032,"Kensington-Ocean Parkway",NA,NA,NA,NA,0
"539","15K261","P.S. 261 PHILIP LIVINGSTON",2015,121,321,"9.9","29.8","35.5","24.8","60.3","2015","P.S. 261 Philip Livingston",803,1,"P.S. 261 Philip Livingston",0,0,1,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11201,40.687466,-73.988288,2,33,43,3001070,3001880014,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",NA,NA,NA,NA,1
"540","15K295","P.S. 295",2015,195,315,"14.4","34.4","31.8","19.5","51.3","2015","P.S. 295",519,2,"P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"4C","501-750","0.48","2.19","3.69","1.29","1","BROOKLYN",11215,40.660976,-73.988297,7,38,147,3331274,3008800001,"Sunset Park West","6C","1001-1250",3331274,3008800001,1
"541","15K321","P.S. 321 WILLIAM PENN",2015,443,338,"4.5","13.3","35.4","46.7","82.2","2015","P.S. 321 William Penn",1472,1,"P.S. 321 William Penn",0,1,0,0,1,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11215,40.67146,-73.977783,6,39,155,3337516,3009710028,"Park Slope-Gowanus",NA,NA,NA,NA,2
"542","15K429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2015,70,278,"57.1","35.7","7.1","0","7.1","2015","Brooklyn School for Global Studies",250,3,"Brooklyn School for Global Studies | Success Academy C harter School- Cobble Hill |   School for International Studies |  284 BALTIC STREET CONSOLIDATED LOCATION",0,4,1,2,2,"2C","1-250","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11201,40.685419,-73.993351,6,33,69,3006401,3004020001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","4C","501-750",3006401,3004020001,9
"543","15K442","M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION",2015,157,287,"42","44.6","10.2","3.2","13.4","2015","M.S. 442 Carroll Gardens School for Innovation",193,2,"P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION",0,4,1,4,0,"2C","1-250","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11231,40.680445,-73.991949,6,39,75,3395587,3004370001,"Carroll Gardens-Columbia Street-Red Hook","4C","501-750",3395587,3004370001,9
"544","15K443","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS",2015,396,320,"10.6","36.1","35.6","17.7","53.3","2015","New Voices School of Academic & Creative Arts",531,2,"P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"4C","501-750","0.48","2.19","3.69","1.29","1","BROOKLYN",11215,40.660976,-73.988297,7,38,147,3331274,3008800001,"Sunset Park West","6C","1001-1250",3331274,3008800001,1
"545","15K447","THE MATH & SCIENCE EXPLORATORY SCHOOL",2015,380,341,"2.6","17.4","31.8","48.2","80","2015","The Math & Science Exploratory School",518,2,"The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION",1,9,8,7,1,"4C","501-750","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11217,40.683559,-73.98027,2,33,39,3001190,3001920013,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","7C","1251-1500",3001190,3001920013,26
"546","15K448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",2015,50,274,"56","42","2","0","2","2015","Brooklyn Secondary School for Collaborative Studie",685,2,"P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION",0,3,2,3,0,"4C","501-750","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11231,40.68007,-74.001377,6,39,63,3336036,3003690001,"Carroll Gardens-Columbia Street-Red Hook","7C","1251-1500",3336036,3003690001,8
"547","15K464","PARK SLOPE COLLEGIATE",2015,92,296,"34.8","34.8","22.8","7.6","30.4","2015","Park Slope Collegiate",423,4,"Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION",0,8,13,5,3,"3C","251-500","0.82","2.97","5.58","1.79","1.67","BROOKLYN",11215,40.669629,-73.979287,6,39,155,3025510,3010820001,"Park Slope-Gowanus","8C","1501-1750",3025510,3010820001,29
"548","15K497","SCHOOL FOR INTERNATIONAL STUDIES",2015,97,274,"57.7","36.1","5.2","1","6.2","2015","School for International Studies",466,3,"Brooklyn School for Global Studies | Success Academy C harter School- Cobble Hill |   School for International Studies |  284 BALTIC STREET CONSOLIDATED LOCATION",0,4,1,2,2,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11201,40.685419,-73.993351,6,33,69,3006401,3004020001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","4C","501-750",3006401,3004020001,9
"549","15K676","RED HOOK NEIGHBORHOOD SCHOOL",2015,71,289,"45.1","35.2","14.1","5.6","19.7","2015","Red Hook Neighborhood School",219,2,"Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BROOKLYN",11231,40.677564,-74.005166,6,38,59,3008342,3005250001,"Carroll Gardens-Columbia Street-Red Hook","2C","1-250",3008342,3005250001,0
"550","15K821","SUNSET PARK PREP",2015,418,312,"20.3","33.5","31.8","14.4","46.2","2015","Sunset Park Prep",527,2,"I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION",0,1,2,0,1,"4C","501-750","0.48","2.19","3.69","1.29","1","BROOKLYN",11232,40.651977,-74.006862,7,38,82,3010580,3007130020,"Sunset Park West","6C","1001-1250",3010580,3007130020,4
"551","16K005","P.S. 005 DR. RONALD MCNAIR",2015,116,279,"56.9","34.5","6.9","1.7","8.6","2015","P.S. 005 Dr. Ronald Mcnair",268,1,"P.S. 005 Dr. Ronald Mcnair",0,1,0,0,1,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11233,40.685695,-73.922463,3,41,377,3039906,3014900001,"Stuyvesant Heights",NA,NA,NA,NA,2
"552","16K021","P.S. 021 CRISPUS ATTUCKS",2015,258,298,"31.8","41.1","19.8","7.4","27.1","2015","P.S. 021 Crispus Attucks",640,1,"P.S. 021 Crispus Attucks",1,2,0,2,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11233,40.680727,-73.926597,3,36,381,3047914,3016920017,"Crown Heights North",NA,NA,NA,NA,6
"553","16K025","P.S. 025 EUBIE BLAKE SCHOOL",2015,68,296,"32.4","45.6","19.1","2.9","22.1","2015","P.S. 025 Eubie Blake School",177,2,"P.S. 025 Eubie Blake School |  Upper School @ P.S. 25 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION",0,1,3,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11221,40.691037,-73.941342,3,36,281,3049858,3017870014,"Stuyvesant Heights","3C","251-500",3049858,3017870014,4
"554","16K026","P.S. 026 JESSE OWENS",2015,88,297,"35.2","37.5","19.3","8","27.3","2015","P.S. 026 Jesse Owens",250,3,"P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION",1,4,4,2,2,"2C","1-250","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11221,40.692126,-73.931731,3,36,291,3393805,3016160001,"Stuyvesant Heights","4C","501-750",3393805,3016160001,13
"555","16K028","P.S. 028 THE WARREN PREP ACADEMY",2015,82,278,"48.8","41.5","7.3","2.4","9.8","2015","P.S. 028 The Warren Prep Academy",219,1,"P.S. 028 The Warren Prep Academy",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BROOKLYN",11233,40.678049,-73.92032,3,41,301,3042090,3015480019,"Ocean Hill",NA,NA,NA,NA,0
"556","16K035","M.S. 035 STEPHEN DECATUR",2015,146,290,"41.8","44.5","13","0.7","13.7","2015","M.S. 035 Stephen Decatur",185,2,"Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION",0,1,5,1,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11233,40.681896,-73.935963,3,36,273,3047054,3016740011,"Stuyvesant Heights","3C","251-500",3047054,3016740011,7
"557","16K040","P.S. 040 GEORGE W. CARVER",2015,114,285,"50.9","36","11.4","1.8","13.2","2015","P.S. 040 George W. Carver",314,2,"P.S. 040 George W. Carver |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION",0,2,1,1,1,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11233,40.680463,-73.922264,3,41,379,3041214,3015180001,"Stuyvesant Heights","4C","501-750",3041214,3015180001,5
"558","16K057","J.H.S. 057 WHITELAW REID",2015,154,288,"44.2","41.6","10.4","3.9","14.3","2015","J.H.S. 057 Whitelaw Reid",179,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",0,7,4,4,3,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11221,40.691274,-73.933697,3,36,291,3043822,3016160001,"Stuyvesant Heights","3C","251-500",3043822,3016160001,18
"559","16K081","P.S. 081 THADDEUS STEVENS",2015,140,292,"42.1","36.4","18.6","2.9","21.4","2015","P.S. 081 Thaddeus Stevens",324,1,"P.S. 081 Thaddeus Stevens",1,0,3,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11221,40.693161,-73.935765,3,36,289,3043248,3016020019,"Stuyvesant Heights",NA,NA,NA,NA,5
"560","16K243","P.S. 243K- THE WEEKSVILLE SCHOOL",2015,102,293,"36.3","36.3","22.5","4.9","27.5","2015","P.S. 243K- The Weeksville School",260,1,"P.S. 243K- The Weeksville School",0,2,2,1,1,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.676094,-73.935688,8,36,309,3035761,3013470001,"Crown Heights North",NA,NA,NA,NA,6
"561","16K262","P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL",2015,274,293,"39.1","37.2","16.1","7.7","23.7","2015","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo",467,1,"P.S. 262 El Hajj Malik El Shabazz Elementary Schoo",0,1,3,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11233,40.683241,-73.930813,3,36,297,3046876,3016710019,"Crown Heights North",NA,NA,NA,NA,5
"562","16K267","M.S. 267 MATH, SCIENCE & TECHNOLOGY",2015,190,293,"41.6","33.2","21.6","3.7","25.3","2015","M.S. 267 Math, Science & Technology",227,3,"M.S. 267 Math, Science & Technology| Bedford Stuyvesant Collegiate Charter School| La Cima Charter School| 800 GATES AVENUE CONSOLIDATED LOCATION",2,4,4,3,3,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BROOKLYN",11221,40.68832,-73.932275,3,36,293,3044657,3016360001,"Stuyvesant Heights","2C","1-250",3044657,3016360001,16
"563","16K308","P.S. 308 CLARA CARDWELL",2015,250,274,"64.4","28.8","4.8","2","6.8","2015","P.S. 308 Clara Cardwell",434,2,"P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION",0,2,2,2,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11201,40.701343,-73.982314,2,33,21,3000158,3000560007,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3C","251-500",3044493,3016300001,6
"564","16K309","P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY",2015,110,285,"53.6","28.2","14.5","3.6","18.2","2015","P.S. 309 The George E. Wibecan Preparatory Academy",261,2,"P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION",0,1,3,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11221,40.688419,-73.924833,3,41,385,3045047,3016430036,"Stuyvesant Heights","3C","251-500",3045047,3016430036,5
"565","16K335","P.S. 335 GRANVILLE T. WOODS",2015,137,291,"42.3","35","13.1","9.5","22.6","2015","P.S. 335 Granville T. Woods",329,2,"P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION",0,1,5,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.674656,-73.927794,8,36,307,3035887,3013550023,"Crown Heights North","3C","251-500",3035887,3013550023,7
