"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","SchoolYear","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"1032","30Q092","P.S. 092 HARRY T. STEWART SR.",2015,398,291,"42.7","37.4","16.3","3.5","19.8","2015","P.S. 092 Harry T. Stewart Sr.",904,1,"P.S. 092 Harry T. Stewart Sr.",0,2,0,2,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11368,40.755418,-73.869017,3,21,377,4042496,4017140018,"North Corona",NA,NA,NA,NA,4
"1033","30Q111","P.S. 111 JACOB BLACKWELL",2015,208,271,"70.2","23.6","4.8","1.4","6.3","2015","P.S. 111 Jacob Blackwell",332,1,"P.S. 111 Jacob Blackwell",0,0,3,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11101,40.758831,-73.93938,1,26,43,4004419,4003630001,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,3
"1034","30Q112","P.S. 112 DUTCH KILLS",2015,211,298,"33.6","32.7","23.7","10","33.6","2015","P.S. 112 Dutch Kills",538,1,"P.S. 112 Dutch Kills",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11101,40.756891,-73.934523,1,26,33,4004170,4003440001,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,0
"1035","30Q122","P.S. 122 MAMIE FAY",2015,695,335,"11.1","16.4","24.5","48.1","72.5","2015","P.S. 122 Mamie Fay",1369,1,"P.S. 122 Mamie Fay",0,0,0,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","QUEENS",11105,40.780347,-73.916655,1,22,103,4019633,4008800001,"Steinway",NA,NA,NA,NA,0
"1036","30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS",2015,544,296,"39.3","34.7","14.3","11.6","25.9","2015","Albert Shanker School for Visual and Performing Ar",565,1,"Albert Shanker School for Visual and Performing Ar",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11106,40.766264,-73.930709,1,22,77,4006382,4005530001,"Astoria",NA,NA,NA,NA,2
"1037","30Q127","P.S. 127 AEROSPACE SCIENCE MAGNE",2015,854,292,"41.1","37.4","15.5","6.1","21.5","2015","P.S. 127 Aerospace Science Magne",1421,1,"P.S. 127 Aerospace Science Magne",1,2,4,2,1,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","QUEENS",11369,40.764646,-73.871641,3,21,357,4024487,4011090016,"East Elmhurst",NA,NA,NA,NA,10
"1038","30Q141","I.S. 141 THE STEINWAY",2015,1035,315,"16.1","39.6","25.8","18.5","44.3","2015","I.S. 141 The Steinway",1197,1,"I.S. 141 The Steinway",0,1,6,0,1,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11105,40.775589,-73.90509,1,22,12301,4016102,4008100001,"Steinway",NA,NA,NA,NA,8
"1039","30Q145","I.S. 145 JOSEPH PULITZER",2015,1969,302,"30.4","41.1","19.6","9","28.5","2015","I.S. 145 Joseph Pulitzer",2064,1,"I.S. 145 Joseph Pulitzer",1,1,2,2,0,"10C","2001-2500","1.96","7.74","16.07","5.48","3.44","QUEENS",11372,40.754661,-73.887112,3,25,285,4442764,4012520001,"Jackson Heights",NA,NA,NA,NA,6
"1040","30Q148","P.S. 148 QUEENS",2015,455,304,"25.9","38.2","23.7","12.1","35.8","2015","P.S. 148 Queens",1042,1,"P.S. 148 Queens",0,0,0,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11369,40.758377,-73.879089,3,25,339,4034841,4014190001,"Jackson Heights",NA,NA,NA,NA,0
"1041","30Q149","P.S. 149 CHRISTA MCAULIFFE",2015,754,309,"23.6","34.2","25.1","17.1","42.2","2015","P.S. 149 Christa Mcauliffe",1237,1,"P.S. 149 Christa Mcauliffe",0,0,0,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11372,40.754837,-73.874605,3,25,273,4035441,4014410015,"Jackson Heights",NA,NA,NA,NA,0
"1042","30Q150","P.S. 150 QUEENS",2015,590,327,"11.7","24.7","28.6","34.9","63.6","2015","P.S. 150 Queens",1219,1,"P.S. 150 Queens",0,0,0,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11104,40.745537,-73.923776,2,26,18101,4002387,4001850001,"Hunters Point-Sunnyside-West Maspeth",NA,NA,NA,NA,0
"1043","30Q151","P.S. 151 MARY D. CARTER",2015,154,292,"42.2","35.1","11","11.7","22.7","2015","P.S. 151 Mary D. Carter",439,1,"P.S. 151 Mary D. Carter",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11377,40.757499,-73.908898,1,22,163,4014094,4007520001,"Astoria",NA,NA,NA,NA,1
"1044","30Q152","P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL",2015,639,315,"18.9","29.3","29.3","22.5","51.8","2015","P.S. 152 Gwendoline N. Alleyne School",1385,1,"P.S. 152 Gwendoline N. Alleyne School",0,1,0,0,1,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","QUEENS",11377,40.753037,-73.900123,2,26,293,4027102,4011840014,"Woodside",NA,NA,NA,NA,2
"1045","30Q166","P.S. 166 HENRY GRADSTEIN",2015,567,318,"16.9","28.9","25.7","28.4","54.1","2015","P.S. 166 Henry Gradstein",1255,1,"P.S. 166 Henry Gradstein",0,0,1,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","QUEENS",11106,40.757309,-73.926733,1,26,57,4008220,4006100001,"Astoria",NA,NA,NA,NA,1
"1046","30Q212","P.S. 212",2015,367,313,"13.6","40.1","30","16.3","46.3","2015","P.S. 212",788,1,"P.S. 212",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11372,40.753078,-73.884906,3,25,283,4437128,4014430019,"Jackson Heights",NA,NA,NA,NA,0
"1047","30Q171","P.S. 171 PETER G. VAN ALST",2015,239,291,"43.5","32.6","15.5","8.4","23.8","2015","P.S. 171 Peter G. Van Alst",558,1,"P.S. 171 Peter G. Van Alst",0,1,2,0,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11102,40.771336,-73.929086,1,22,83,4006046,4005370014,"Old Astoria",NA,NA,NA,NA,4
"1048","30Q204","I.S. 204 OLIVER W. HOLMES",2015,501,297,"37.1","38.9","16.8","7.2","24","2015","I.S. 204 Oliver W. Holmes",590,2,"I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION",0,1,4,1,0,"4C","501-750","0.46","1.65","2.77","1.17","0.75","QUEENS",11106,40.757065,-73.932664,1,26,51,4004156,4003430001,"Queensbridge-Ravenswood-Long Island City","5C","751-1000",4004156,4003430001,6
"1049","30Q227","I.S. 227 LOUIS ARMSTRONG",2015,1438,328,"5.5","30.3","38.2","26.1","64.3","2015","I.S. 227 Louis Armstrong",1642,1,"I.S. 227 Louis Armstrong",0,1,0,1,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","QUEENS",11369,40.758408,-73.874472,3,21,353,4034891,4014230001,"East Elmhurst",NA,NA,NA,NA,2
"1050","30Q230","I.S. 230",2015,1054,322,"11.4","32.7","32.2","23.7","55.9","2015","I.S. 230",1078,1,"I.S. 230",0,1,1,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11372,40.752866,-73.893193,3,25,289,4028931,4012600001,"Jackson Heights",NA,NA,NA,NA,3
"1051","30Q234","P.S. 234",2015,277,303,"24.9","36.8","26","12.3","38.3","2015","P.S. 234",624,2,"P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION",0,0,0,0,0,"4C","501-750","0.46","1.65","2.77","1.17","0.75","QUEENS",11102,40.767305,-73.923246,1,22,73,4007619,4005920015,"Old Astoria","5C","751-1000",4007619,4005920015,0
"1052","30Q235","ACADEMY FOR NEW AMERICANS",2015,189,282,"55.6","30.2","9.5","4.8","14.3","2015","Academy for New Americans",150,2,"P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.46","1.65","2.77","1.17","0.75","QUEENS",11102,40.766792,-73.922589,1,22,73,4007619,4005920015,"Old Astoria","5C","751-1000",4007619,4005920015,0
"1053","30Q280","P.S. 280",2015,221,294,"33.9","32.6","22.2","11.3","33.5","2015","P.S. 280",575,1,"P.S. 280",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11372,40.754241,-73.873769,3,25,273,4541605,4014540018,"Jackson Heights",NA,NA,NA,NA,0
"1054","30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",2015,239,315,"12.6","45.6","26.4","15.5","41.8","2015","Young Women's Leadership School, Astoria",572,1,"Young Women's Leadership School, Astoria",1,0,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11102,40.771215,-73.924591,1,22,69,4440035,4005420008,"Old Astoria",NA,NA,NA,NA,2
"1055","30Q291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL",2015,222,309,"23","36","29.7","11.3","41","2015","Hunters Point Community Middle School",227,3,"The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION",2,0,2,2,0,"2C","1-250","0.46","1.65","2.77","1.17","0.75","QUEENS",11101,40.742956,-73.959196,2,26,1,4538588,4000060008,"Hunters Point-Sunnyside-West Maspeth","5C","751-1000",4538588,4000060008,6
"1056","30Q300","THE 30TH AVENUE SCHOOL (G&T CITYWIDE)",2015,25,367,"0","4","0","96","96","2015","The 30th Avenue School (G&T Citywide)",117,2,"P.S. 017 Henry David Thoreau|  The 30th Avenue School (G&T Citywide)|  28-37 29 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"2C","1-250","0.31","1.12","1.82","0.79","0.51","QUEENS",11102,40.768985,-73.922428,1,22,71,4007663,4005940001,"Old Astoria","4C","501-750",4007663,4005940001,1
"1057","30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION",2015,80,362,"0","0","13.8","86.3","100","2015","Baccalaureate School for Global Education",478,1,"Baccalaureate School for Global Education",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11106,40.755366,-73.927169,1,26,55,4009499,4006340036,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,0
"1058","31R001","P.S. 001 TOTTENVILLE",2015,230,308,"20","39.6","24.3","16.1","40.4","2015","P.S. 001 Tottenville",520,1,"P.S. 001 Tottenville",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10307,40.509037,-74.244118,3,51,24401,5107854,5078980001,"Charleston-Richmond Valley-Tottenville",NA,NA,NA,NA,0
"1059","31R002","I.S. R002 GEORGE L. EGBERT",2015,664,295,"35.7","42.8","14.5","7.1","21.5","2015","I.S. R002 George L. Egbert",816,1,"I.S. R002 George L. Egbert",0,1,5,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10306,40.576725,-74.100726,2,50,11202,5053571,5036960100,"New Dorp-Midland Beach",NA,NA,NA,NA,6
"1060","31R003","P.S. 003 THE MARGARET GIOIOSA SCHOOL",2015,497,322,"14.7","29","24.5","31.8","56.3","2015","P.S. 003 The Margaret Gioiosa School",998,1,"P.S. 003 The Margaret Gioiosa School",0,0,1,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10309,40.520699,-74.211264,3,51,198,5083311,5067960044,"Annadale-Huguenot-Prince's Bay-Eltingville",NA,NA,NA,NA,1
"1061","31R004","P.S. 004 MAURICE WOLLIN",2015,368,309,"19.3","37.2","30.7","12.8","43.5","2015","P.S. 004 Maurice Wollin",800,1,"P.S. 004 Maurice Wollin",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10312,40.552975,-74.194597,3,51,17010,5079499,5060250030,"Arden Heights",NA,NA,NA,NA,0
"1062","31R005","P.S. 005 HUGUENOT",2015,91,328,"2.2","26.4","41.8","29.7","71.4","2015","P.S. 005 Huguenot",245,1,"P.S. 005 Huguenot",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","STATEN IS",10312,40.530169,-74.187635,3,51,176,5082407,5065660001,"Annadale-Huguenot-Prince's Bay-Eltingville",NA,NA,NA,NA,0
"1063","31R006","P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL",2015,348,310,"19.5","31.6","32.2","16.7","48.9","2015","P.S. 6 Corporal Allan F. Kivlehan School",688,1,"P.S. 6 Corporal Allan F. Kivlehan School",0,2,0,1,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10307,40.510735,-74.231109,3,51,24401,5131697,5077600001,"Charleston-Richmond Valley-Tottenville",NA,NA,NA,NA,4
"1064","31R007","I.S. 007 ELIAS BERNSTEIN",2015,1066,323,"10.7","34.8","30.5","24","54.5","2015","I.S. 007 Elias Bernstein",1234,1,"I.S. 007 Elias Bernstein",0,1,2,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","STATEN IS",10312,40.523757,-74.185941,3,51,198,5082345,5065440001,"Annadale-Huguenot-Prince's Bay-Eltingville",NA,NA,NA,NA,4
"1065","31R008","P.S. 8 SHIRLEE SOLOMON",2015,186,318,"10.8","32.3","32.3","24.7","57","2015","P.S. 8 Shirlee Solomon",554,1,"P.S. 8 Shirlee Solomon",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10308,40.547692,-74.151755,3,51,15601,5066295,5052210001,"Great Kills",NA,NA,NA,NA,2
"1066","31R011","P.S. 11 THOMAS DONGAN SCHOOL",2015,107,298,"32.7","33.6","23.4","10.3","33.6","2015","P.S. 11 Thomas Dongan School",282,1,"P.S. 11 Thomas Dongan School",0,0,2,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10304,40.59057,-74.097722,2,50,9602,5048647,5033030018,"Old Town-Dongan Hills-South Beach",NA,NA,NA,NA,2
"1067","31R013","P.S. 013 M. L. LINDEMEYER",2015,415,304,"24.3","36.9","26.5","12.3","38.8","2015","P.S. 013 M. L. Lindemeyer",861,1,"P.S. 013 M. L. Lindemeyer",0,0,2,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10305,40.613216,-74.069889,1,49,8,5042776,5028520001,"Stapleton-Rosebank",NA,NA,NA,NA,2
"1068","31R014","P.S. 014 CORNELIUS VANDERBILT",2015,105,287,"55.2","27.6","13.3","3.8","17.1","2015","P.S. 014 Cornelius Vanderbilt",101,2,"P.S. 014 Cornelius Vanderbilt |  PS 78 |  100 TOMPKINS AVENUE CONSOLIDATED LOCATION",0,3,1,3,0,"2C","1-250","0.46","1.65","2.77","1.17","0.75","STATEN IS",10304,40.622455,-74.078508,1,49,29,5014176,5005450110,"Stapleton-Rosebank","5C","751-1000",5014176,5005450110,7
"1069","31R016","P.S. 016 JOHN J. DRISCOLL",2015,319,280,"56.7","29.8","10.7","2.8","13.5","2015","P.S. 016 John J. Driscoll",620,2,"Fort Hill Collaborative Elementary School |P.S. 016 John J. Driscoll |80 MONROE AVENUE CONSOLIDATED LOCATION",1,2,0,1,2,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10301,40.6397,-74.079141,1,49,11,5000291,5000180015,"West New Brighton-New Brighton-St. George","4C","501-750",5000291,5000180015,6
"1070","31R018","P.S. 018 JOHN G. WHITTIER",2015,258,288,"44.6","37.2","15.9","2.3","18.2","2015","P.S. 018 John G. Whittier",637,1,"P.S. 018 John G. Whittier",0,1,1,0,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10310,40.636587,-74.117509,1,49,105,5004877,5001760010,"New Brighton-Silver Lake",NA,NA,NA,NA,3
"1071","31R019","P.S. 019 THE CURTIS SCHOOL",2015,272,296,"29.8","44.9","21.3","4","25.4","2015","P.S. 019 The Curtis School",622,1,"P.S. 019 The Curtis School",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10310,40.631214,-74.127101,1,49,141,5006175,5002270024,"West New Brighton-New Brighton-St. George",NA,NA,NA,NA,1
"1072","31R020","P.S. 020 PORT RICHMOND",2015,238,287,"45","38.2","14.3","2.5","16.8","2015","P.S. 020 Port Richmond",487,1,"P.S. 020 Port Richmond",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10302,40.636598,-74.132919,1,49,207,5106979,5010200001,"Port Richmond",NA,NA,NA,NA,1
"1073","31R021","P.S. 21 MARGARET EMERY-ELM PARK",2015,212,287,"50.5","29.2","14.2","6.1","20.3","2015","P.S. 21 Margaret Emery-Elm Park",404,1,"P.S. 21 Margaret Emery-Elm Park",0,1,1,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10302,40.631523,-74.144297,1,49,213,5026335,5011350001,"Port Richmond",NA,NA,NA,NA,3
"1074","31R022","P.S. 022 GRANITEVILLE",2015,516,301,"33.5","32","24.4","10.1","34.5","2015","P.S. 022 Graniteville",1067,1,"P.S. 022 Graniteville",1,0,3,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","STATEN IS",10303,40.625369,-74.15097,1,49,30302,5107239,5017060001,"Mariner's Harbor-Arlington-Port Ivory-Graniteville",NA,NA,NA,NA,5
"1075","31R023","P.S. 023 RICHMONDTOWN",2015,218,328,"6.4","27.1","33.9","32.6","66.5","2015","P.S. 023 Richmondtown",504,1,"P.S. 023 Richmondtown",1,0,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10306,40.571187,-74.132634,3,50,138,5059927,5043730001,"Oakwood-Oakwood Beach",NA,NA,NA,NA,2
"1076","31R024","I.S. 024 MYRA S. BARNES",2015,1095,309,"23.6","38.6","21.2","16.6","37.8","2015","I.S. 024 Myra S. Barnes",1371,1,"I.S. 024 Myra S. Barnes",0,1,1,1,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","STATEN IS",10308,40.545281,-74.14632,3,51,13203,5065854,5051530108,"Great Kills",NA,NA,NA,NA,3
"1077","31R026","P.S. 026 THE CARTERET SCHOOL",2015,84,311,"25","29.8","27.4","17.9","45.2","2015","P.S. 026 The Carteret School",222,1,"P.S. 026 The Carteret School",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","STATEN IS",10314,40.591702,-74.190648,2,50,29102,5107386,5026340001,"New Springville-Bloomfield-Travis",NA,NA,NA,NA,0
"1078","31R027","I.S. 027 ANNING S. PRALL",2015,1101,296,"40.8","33.1","15.3","10.9","26.2","2015","I.S. 027 Anning S. Prall",1114,1,"I.S. 027 Anning S. Prall",0,9,15,0,8,"6C","1001-1250","0.48","2.19","3.69","1.29","1","STATEN IS",10310,40.628169,-74.116997,1,49,125,5008403,5003080001,"West New Brighton-New Brighton-St. George",NA,NA,NA,NA,32
"1079","31R028","THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND",2015,54,290,"35.2","44.4","13","7.4","20.4","2015","The Eagle Academy for Young Men of Staten Island",62,2,"The Eagle Academy for Young Men of Staten Island |I.S. 49 Berta A. Dreyfus |101 WARREN STREET CONSOLIDATED LOCATION",0,10,8,7,3,"2C","1-250","0.46","1.65","2.77","1.17","0.75","STATEN IS",10304,40.620347,-74.081643,1,49,29,5014184,5005560080,"Stapleton-Rosebank","5C","751-1000",5014184,5005560080,28
"1080","31R029","P.S. 029 BARDWELL",2015,387,318,"16.8","30.2","27.4","25.6","53","2015","P.S. 029 Bardwell",744,1,"P.S. 029 Bardwell",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10314,40.613604,-74.115988,1,50,147,5009028,5003310001,"Westerleigh",NA,NA,NA,NA,1
"1081","31R030","P.S. 030 WESTERLEIGH",2015,372,320,"13.7","26.9","33.9","25.5","59.4","2015","P.S. 030 Westerleigh",792,1,"P.S. 030 Westerleigh",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10314,40.618439,-74.132645,1,50,201,5113069,5004230009,"Westerleigh",NA,NA,NA,NA,0
"1082","31R031","P.S. 031 WILLIAM T. DAVIS",2015,199,278,"60.3","27.1","10.6","2","12.6","2015","P.S. 031 William T. Davis",453,1,"P.S. 031 William T. Davis",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10301,40.641595,-74.085135,1,49,9,5001150,5000490182,"West New Brighton-New Brighton-St. George",NA,NA,NA,NA,1
"1083","31R032","P.S. 032 THE GIFFORD SCHOOL",2015,345,312,"22","28.7","25.2","24.1","49.3","2015","P.S. 032 The Gifford School",714,1,"P.S. 032 The Gifford School",0,1,0,0,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10308,40.557876,-74.155356,3,51,14608,5070651,5054440012,"Great Kills",NA,NA,NA,NA,2
"1084","31R034","I.S. 034 TOTTENVILLE",2015,1002,315,"15.6","40.7","26.7","17","43.7","2015","I.S. 034 Tottenville",1165,1,"I.S. 034 Tottenville",0,3,1,0,2,"6C","1001-1250","0.48","2.19","3.69","1.29","1","STATEN IS",10307,40.508284,-74.243428,3,51,24401,5088090,5078940001,"Charleston-Richmond Valley-Tottenville",NA,NA,NA,NA,6
"1085","31R035","P.S. 35 THE CLOVE VALLEY SCHOOL",2015,167,328,"10.2","24.6","32.9","32.3","65.3","2015","P.S. 35 The Clove Valley School",379,1,"P.S. 35 The Clove Valley School",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10301,40.613721,-74.099626,1,49,47,5015603,5006100127,"Grymes Hill-Clifton-Fox Hills",NA,NA,NA,NA,1
"1086","31R036","P.S. 036 J. C. DRUMGOOLE",2015,426,321,"10.8","31.9","29.8","27.5","57.3","2015","P.S. 036 J. C. Drumgoole",912,1,"P.S. 036 J. C. Drumgoole",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10312,40.543083,-74.182299,3,51,17005,5107742,5062620012,"Annadale-Huguenot-Prince's Bay-Eltingville",NA,NA,NA,NA,0
"1087","31R038","P.S. 038 GEORGE CROMWELL",2015,177,311,"16.4","37.3","28.8","17.5","46.3","2015","P.S. 038 George Cromwell",370,1,"P.S. 038 George Cromwell",1,0,0,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10306,40.575665,-74.101624,2,50,11202,5054213,5037320006,"New Dorp-Midland Beach",NA,NA,NA,NA,2
"1088","31R039","P.S. 39 FRANCIS J. MURPHY JR.",2015,253,301,"34","29.6","24.1","12.3","36.4","2015","P.S. 39 Francis J. Murphy Jr.",547,1,"P.S. 39 Francis J. Murphy Jr.",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10305,40.597679,-74.071529,2,50,2002,5045488,5030970014,"Grasmere-Arrochar-Ft. Wadsworth",NA,NA,NA,NA,1
"1089","31R041","THE STEPHANIE A. VIERNO SCHOOL",2015,322,310,"21.1","32.9","28.6","17.4","46","2015","P.S. 041 New Dorp",706,1,"P.S. 041 New Dorp",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","STATEN IS",10306,40.574044,-74.109282,2,50,122,5052791,5036450007,"New Dorp-Midland Beach",NA,NA,NA,NA,1
"1090","31R042","P.S. 042 ELTINGVILLE",2015,412,316,"14.6","34","31.3","20.1","51.5","2015","P.S. 042 Eltingville",934,1,"P.S. 042 Eltingville",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10312,40.552523,-74.169464,3,51,17012,5074394,5056050001,"Annadale-Huguenot-Prince's Bay-Eltingville",NA,NA,NA,NA,0
"1091","31R044","P.S. 044 THOMAS C. BROWN",2015,396,277,"59.8","25.5","11.6","3","14.6","2015","P.S. 044 Thomas C. Brown",942,1,"P.S. 044 Thomas C. Brown",0,1,2,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10303,40.63179,-74.156439,1,49,231,5027641,5012180001,"Mariner's Harbor-Arlington-Port Ivory-Graniteville",NA,NA,NA,NA,4
"1092","31R045","P.S. 045 JOHN TYLER",2015,409,297,"33.5","36.7","20.5","9.3","29.8","2015","P.S. 045 John Tyler",891,1,"P.S. 045 John Tyler",0,1,0,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10310,40.628558,-74.107148,1,49,121,5007417,5002760007,"New Brighton-Silver Lake",NA,NA,NA,NA,2
"1093","31R046","P.S. 046 ALBERT V. MANISCALCO",2015,149,293,"42.3","32.2","18.1","7.4","25.5","2015","P.S. 046 Albert V. Maniscalco",324,1,"P.S. 046 Albert V. Maniscalco",0,1,0,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","STATEN IS",10305,40.59377,-74.08058,2,50,64,5047613,5032430001,"Grasmere-Arrochar-Ft. Wadsworth",NA,NA,NA,NA,2
"1094","31R048","P.S. 048 WILLIAM G. WILCOX",2015,539,325,"9.6","27.6","32.8","29.9","62.7","2015","P.S. 048 William G. Wilcox",885,1,"P.S. 048 William G. Wilcox",0,1,3,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10304,40.603484,-74.091237,2,50,50,5046367,5031680004,"Grasmere-Arrochar-Ft. Wadsworth",NA,NA,NA,NA,5
"1095","31R049","I.S. 49 BERTA A. DREYFUS",2015,731,278,"60.7","28.6","8.1","2.6","10.7","2015","I.S. 49 Berta A. Dreyfus",750,2,"The Eagle Academy for Young Men of Staten Island |I.S. 49 Berta A. Dreyfus |101 WARREN STREET CONSOLIDATED LOCATION",0,10,8,7,3,"4C","501-750","0.46","1.65","2.77","1.17","0.75","STATEN IS",10304,40.620347,-74.081643,1,49,29,5014184,5005560080,"Stapleton-Rosebank","5C","751-1000",5014184,5005560080,28
"1096","31R050","P.S. 050 FRANK HANKINSON",2015,423,338,"7.8","17","23.9","51.3","75.2","2015","P.S. 050 Frank Hankinson",857,1,"P.S. 050 Frank Hankinson",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","STATEN IS",10306,40.561691,-74.124622,3,50,13204,5063495,5047160060,"Oakwood-Oakwood Beach",NA,NA,NA,NA,0
