"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"968","29Q033","P.S. 033 EDWARD M. FUNK",2014,506,305,"25.5","37.7","24.7","12.1","36.8","P.S. 033 Edward M. Funk",1045,1,"P.S. 033 Edward M. Funk",0,0,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11428,40.727134,-73.735077,13,23,560,4230589,4107560001,"Queens Village",NA,NA,NA,NA,0
"969","29Q034","P.S. 034 JOHN HARVARD",2014,259,303,"25.9","38.6","25.5","10","35.5","P.S. 034 John Harvard",563,1,"P.S. 034 John Harvard",0,0,3,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11429,40.711753,-73.736624,13,27,582,4240503,4111510081,"Queens Village",NA,NA,NA,NA,3
"970","29Q035","P.S. 035 NATHANIEL WOODHULL",2014,304,302,"29.6","34.5","22","13.8","35.9","P.S. 035 Nathaniel Woodhull",676,1,"P.S. 035 Nathaniel Woodhull",0,1,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11423,40.713759,-73.769439,12,23,482,4222137,4104470007,"Hollis",NA,NA,NA,NA,1
"971","29Q036","P.S. 036 SAINT ALBANS SCHOOL",2014,230,289,"43.9","37","16.5","2.6","19.1","P.S. 036 Saint Albans School",494,1,"P.S. 036 Saint Albans School",0,0,1,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11412,40.690828,-73.763907,12,27,366,4268900,4124390032,"St. Albans",NA,NA,NA,NA,1
"972","29Q037","CYNTHIA JENKINS SCHOOL",2014,240,286,"49.2","31.7","13.8","5.4","19.2","Cynthia Jenkins School",546,1,"Cynthia Jenkins School",1,0,1,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11434,40.67588,-73.758505,12,27,352,4279864,4129930118,"St. Albans",NA,NA,NA,NA,3
"973","29Q038","P.S. 038 ROSEDALE",2014,111,303,"24.3","43.2","18.9","13.5","32.4","P.S. 038 Rosedale",203,1,"P.S. 038 Rosedale",0,0,0,0,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","QUEENS",11422,40.671561,-73.734043,13,31,638,4284236,4132220001,"Rosedale",NA,NA,NA,NA,0
"974","29Q052","P.S. 052 QUEENS",2014,216,287,"46.8","31.5","18.1","3.7","21.8","P.S. 052 Queens",508,1,"P.S. 052 Queens",0,0,2,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11434,40.661122,-73.766733,13,31,320,4285972,4133530020,"Springfield Gardens South-Brookville",NA,NA,NA,NA,2
"975","29Q059","I.S. 059 SPRINGFIELD GARDENS",2014,529,284,"50.5","38.2","10","1.3","11.3","I.S. 059 Springfield Gardens",568,1,"I.S. 059 Springfield Gardens",0,2,5,1,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11413,40.68173,-73.753429,12,27,352,4274083,4127230076,"St. Albans",NA,NA,NA,NA,8
"976","29Q095","P.S. 095 EASTWOOD",2014,765,302,"31.6","30.6","22.6","15.2","37.8","P.S. 095 Eastwood",1477,1,"P.S. 095 Eastwood",1,0,1,1,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11432,40.710624,-73.783423,12,27,468,4446042,4099140001,"Jamaica",NA,NA,NA,NA,3
"977","29Q109","JEAN NUZZI INTERMEDIATE SCHOOL",2014,1070,298,"35.6","40.7","16","7.7","23.6","Jean Nuzzi Intermediate School",1070,1,"Jean Nuzzi Intermediate School",2,1,8,1,2,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11428,40.720713,-73.747001,13,23,542,4226839,4106260001,"Queens Village",NA,NA,NA,NA,14
"978","29Q116","PS/IS 116 WILLIAM C. HUGHLEY",2014,369,284,"52","34.1","12.2","1.6","13.8","PS/IS 116 William C. Hughley",753,1,"PS/IS 116 William C. Hughley",1,4,1,3,1,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11433,40.700606,-73.782302,12,27,414,4218416,4102500001,"South Jamaica",NA,NA,NA,NA,10
"979","29Q118","P.S. 118 LORRAINE HANSBERRY",2014,272,294,"37.1","38.2","19.1","5.5","24.6","P.S. 118 Lorraine Hansberry",595,1,"P.S. 118 Lorraine Hansberry",1,0,0,1,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11412,40.703585,-73.765838,12,27,504,4233850,4109260050,"Hollis",NA,NA,NA,NA,2
"980","29Q131","P.S. 131 ABIGAIL ADAMS",2014,420,330,"9.5","22.9","30.7","36.9","67.6","P.S. 131 Abigail Adams",840,1,"P.S. 131 Abigail Adams",0,1,0,1,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11432,40.716617,-73.794637,8,24,456,4211112,4098750001,"Briarwood-Jamaica Hills",NA,NA,NA,NA,2
"981","29Q132","P.S. 132 RALPH BUNCHE",2014,138,309,"23.9","34.1","23.9","18.1","42","P.S. 132 Ralph Bunche",347,1,"P.S. 132 Ralph Bunche",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11413,40.682114,-73.74992,13,31,626,4278380,4129270028,"Laurelton",NA,NA,NA,NA,0
"982","29Q134","P.S. 134 HOLLIS",2014,228,281,"52.2","36.4","10.5","0.9","11.4","P.S. 134 Hollis",487,1,"P.S. 134 Hollis",0,0,2,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11412,40.70799,-73.755269,12,27,508,4440330,4109060001,"Hollis",NA,NA,NA,NA,2
"983","29Q135","THE BELLAIRE SCHOOL",2014,480,306,"30.2","29.2","23.5","17.1","40.6","The Bellaire School",973,1,"The Bellaire School",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11427,40.720154,-73.757367,13,23,492,4225816,4105820016,"Jamaica Estates-Holliswood",NA,NA,NA,NA,0
"984","29Q136","P.S. 136 ROY WILKINS",2014,258,298,"31","43.8","19.4","5.8","25.2","P.S. 136 Roy Wilkins",630,1,"P.S. 136 Roy Wilkins",0,2,0,1,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11412,40.698279,-73.752654,12,27,520,4236757,4110180021,"St. Albans",NA,NA,NA,NA,4
"985","29Q138","P.S./ M.S.138 SUNRISE",2014,482,280,"57.5","31.3","9.3","1.9","11.2","P.S./ M.S.138 Sunrise",793,1,"P.S./ M.S.138 Sunrise",0,2,2,2,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11422,40.659728,-73.735176,13,31,660,4288640,4135780001,"Rosedale",NA,NA,NA,NA,6
"986","29Q147","PS/MS 147 RONALD MCNAIR",2014,430,284,"51.4","33.3","12.8","2.6","15.3","PS/MS 147 Ronald McNair",698,1,"PS/MS 147 Ronald McNair",0,3,1,1,2,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11411,40.697309,-73.740948,13,27,598,4243743,4113000001,"Cambria Heights",NA,NA,NA,NA,7
"987","29Q156","P.S. 156 LAURELTON",2014,321,280,"57","32.4","8.4","2.2","10.6","P.S. 156 Laurelton",454,2,"P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION",0,3,2,1,2,"3C","251-500","0.33","1.32","1.76","0.83","0.59","QUEENS",11413,40.673069,-73.743173,13,31,646,4283015,4131700012,"Laurelton","4C","501-750",4283015,4131700012,8
"988","29Q176","P.S. 176 CAMBRIA HEIGHTS",2014,346,312,"25.1","26.9","26.9","21.1","48","P.S. 176 Cambria Heights",741,1,"P.S. 176 Cambria Heights",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11411,40.685492,-73.729982,13,27,614,4276382,4128200001,"Cambria Heights",NA,NA,NA,NA,0
"989","29Q181","P.S. 181 BROOKFIELD",2014,170,299,"29.4","38.2","25.3","7.1","32.4","P.S. 181 Brookfield",364,1,"P.S. 181 Brookfield",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11413,40.656126,-73.753207,13,31,694,4291453,4137180001,"Springfield Gardens South-Brookville",NA,NA,NA,NA,0
"990","29Q192","I.S. 192 THE LINDEN",2014,514,282,"53.9","36.4","9.3","0.4","9.7","I.S. 192 The Linden",528,2,"I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION",4,7,7,4,5,"4C","501-750","0.56","2.4","3.56","1.36","1.05","QUEENS",11412,40.70646,-73.753579,12,27,508,4234318,4109440301,"Hollis","6C","1001-1250",4234318,4109440301,27
"991","29Q195","P.S. 195 WILLIAM HABERLE",2014,301,288,"48.5","32.2","14.6","4.7","19.3","P.S. 195 William Haberle",675,1,"P.S. 195 William Haberle",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11422,40.653006,-73.736395,13,31,664,4290116,4136550001,"Rosedale",NA,NA,NA,NA,0
"992","29Q208","P.S. / I.S. 208",2014,507,315,"17","35.9","29.8","17.4","47.1","P.S. / I.S. 208",733,1,"P.S. / I.S. 208",0,2,0,0,2,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11426,40.745948,-73.727456,13,23,1567,4529898,4078700070,"Bellerose",NA,NA,NA,NA,4
"993","29Q238","I.S. 238 - SUSAN B. ANTHONY ACADEMY",2014,1496,289,"46.7","34.6","12.5","6.2","18.7","I.S. 238 - Susan B. Anthony Academy",1523,1,"I.S. 238 - Susan B. Anthony Academy",0,4,3,0,3,"8C","1501-1750","0.81","3.95","6.51","2.3","1.78","QUEENS",11423,40.713094,-73.780468,12,27,470,4212425,4099190006,"Jamaica",NA,NA,NA,NA,10
"994","29Q251","P.S. 251 QUEENS",2014,69,308,"20.3","29","42","8.7","50.7","P.S. 251 Queens",333,1,"P.S. 251 Queens",0,0,1,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11413,40.664218,-73.760249,13,31,320,4285682,4133310001,"Springfield Gardens South-Brookville",NA,NA,NA,NA,1
"995","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL",2014,200,296,"34","43","20.5","2.5","23","Pathways College Preparatory School: A College Boa",563,2,"I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION",4,7,7,4,5,"4C","501-750","0.56","2.4","3.56","1.36","1.05","QUEENS",11412,40.70646,-73.753579,12,27,508,4234318,4109440301,"Hollis","6C","1001-1250",4234318,4109440301,27
"996","29Q268","PS/IS 268",2014,373,302,"34.9","32.4","21.2","11.5","32.7","PS/IS 268",608,1,"PS/IS 268",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11433,40.707537,-73.785626,12,27,444,4217573,4102150001,"Jamaica",NA,NA,NA,NA,1
"997","29Q270","THE GORDON PARKS SCHOOL",2014,413,300,"26.9","46","18.9","8.2","27.1","The Gordon Parks School",667,1,"The Gordon Parks School",0,1,2,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11422,40.674831,-73.736713,13,31,618,4529511,4129730001,"Laurelton",NA,NA,NA,NA,4
"998","29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL",2014,176,309,"17","48.3","24.4","10.2","34.7","Preparatory Academy for Writers: A College Board S",522,4,"Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION",0,4,15,2,1,"4C","501-750","0.81","5.43","8.48","3.24","2.33","QUEENS",11413,40.668235,-73.756839,12,31,330,4280845,4130570056,"Springfield Gardens North","9C","1751-2000",4280845,4130570056,22
"999","29Q289","QUEENS UNITED MIDDLE SCHOOL",2014,76,291,"39.5","46.1","9.2","5.3","14.5","Queens United Middle School",80,2,"P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION",0,3,2,1,2,"2C","1-250","0.33","1.32","1.76","0.83","0.59","QUEENS",11413,40.673069,-73.743173,13,31,646,4283015,4131700012,"Laurelton","4C","501-750",4283015,4131700012,8
"1000","29Q295","P.S./I.S. 295",2014,336,313,"17.9","33.9","34.2","14","48.2","P.S./I.S. 295",556,1,"P.S./I.S. 295",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11428,40.720619,-73.731997,13,23,568,4231378,4108130005,"Queens Village",NA,NA,NA,NA,1
"1001","29Q327","EAGLE ACADEMY FOR YOUNG MEN III",2014,250,295,"36.4","47.2","14.4","2","16.4","Eagle Academy for Young Men III",345,1,"Eagle Academy for Young Men III",0,1,1,0,1,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11434,40.691712,-73.778923,12,27,432,4268543,4123930001,"St. Albans",NA,NA,NA,NA,3
"1002","29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL",2014,448,283,"53.3","37.5","7.4","1.8","9.2","Collaborative Arts Middle School",465,2,"Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION",4,6,3,9,1,"3C","251-500","0.52","1.71","2.49","1.16","0.75","QUEENS",11413,40.664597,-73.758748,13,31,320,4285682,4133310001,"Springfield Gardens South-Brookville","5C","751-1000",4285682,4133310001,23
"1003","29Q356","COMMUNITY VOICES MIDDLE SCHOOL",2014,458,278,"61.1","33","5.7","0.2","5.9","Community Voices Middle School",466,2,"Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION",4,6,3,9,1,"3C","251-500","0.52","1.71","2.49","1.16","0.75","QUEENS",11413,40.664597,-73.758748,13,31,320,4285682,4133310001,"Springfield Gardens South-Brookville","5C","751-1000",4285682,4133310001,23
"1004","30Q002","P.S. 002 ALFRED ZIMBERG",2014,332,313,"20.5","30.4","28.6","20.5","49.1","P.S. 002 Alfred Zimberg",681,1,"P.S. 002 Alfred Zimberg",0,1,1,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11370,40.770335,-73.894476,1,22,317,4021375,4009710001,"Steinway",NA,NA,NA,NA,3
"1005","30Q010","I.S. 010 HORACE GREELEY",2014,894,303,"29.9","38.6","23.2","8.4","31.5","I.S. 010 Horace Greeley",922,1,"I.S. 010 Horace Greeley",1,1,1,2,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11103,40.759363,-73.912902,1,22,151,4012664,4007140001,"Astoria",NA,NA,NA,NA,5
"1006","30Q011","P.S. 011 KATHRYN PHELAN",2014,750,308,"26.8","31.7","23.2","18.3","41.5","P.S. 011 Kathryn Phelan",1347,1,"P.S. 011 Kathryn Phelan",0,0,0,0,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11377,40.745244,-73.90872,2,26,251,4552510,4012390001,"Woodside",NA,NA,NA,NA,0
"1007","30Q017","P.S. 017 HENRY DAVID THOREAU",2014,226,292,"37.2","39.8","15.9","7.1","23","P.S. 017 Henry David Thoreau",516,1,"P.S. 017 Henry David Thoreau",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11102,40.768985,-73.922428,1,22,71,4007663,4005940001,"Old Astoria",NA,NA,NA,NA,0
"1008","30Q069","P.S. 069 JACKSON HEIGHTS",2014,705,318,"14.9","32.1","31.1","22","53","P.S. 069 Jackson Heights",1232,1,"P.S. 069 Jackson Heights",0,0,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11372,40.749266,-73.888817,3,25,287,4029892,4012880001,"Jackson Heights",NA,NA,NA,NA,0
"1009","30Q070","P.S. 070",2014,450,312,"20","31.3","28.9","19.8","48.7","P.S. 070 Queens",1020,1,"P.S. 070 Queens",0,1,0,0,1,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11103,40.762103,-73.914227,1,22,149,4442503,4006960014,"Astoria",NA,NA,NA,NA,2
"1010","30Q076","P.S. 076 WILLIAM HALLET",2014,212,290,"42.5","31.6","23.6","2.4","25.9","P.S. 076 William Hallet",570,1,"P.S. 076 William Hallet",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11106,40.760852,-73.941143,1,26,39,4004331,4003540001,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,0
"1011","30Q078","P.S./I.S. 78Q",2014,150,321,"13.3","31.3","28","27.3","55.3","P.S./I.S. 78Q",377,1,"P.S./I.S. 78Q",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11109,40.744753,-73.957971,2,26,1,4000019,4000180001,"Hunters Point-Sunnyside-West Maspeth",NA,NA,NA,NA,0
"1012","30Q084","P.S. 084 STEINWAY",2014,178,306,"21.3","43.8","24.7","10.1","34.8","P.S. 084 Steinway",343,1,"P.S. 084 Steinway",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11105,40.771512,-73.90633,1,22,119,4015334,4007940017,"Steinway",NA,NA,NA,NA,0
"1013","30Q085","P.S. 085 JUDGE CHARLES VALLONE",2014,219,329,"20.5","16.9","20.5","42","62.6","P.S. 085 Judge Charles Vallone",563,1,"P.S. 085 Judge Charles Vallone",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11105,40.772863,-73.914708,1,22,115,4017485,4008420031,"Steinway",NA,NA,NA,NA,1
"1014","30Q092","P.S. 092 HARRY T. STEWART SR.",2014,416,291,"40.6","37.3","16.3","5.8","22.1","P.S. 092 Harry T. Stewart Sr.",896,1,"P.S. 092 Harry T. Stewart Sr.",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11368,40.755418,-73.869017,3,21,377,4042496,4017140018,"North Corona",NA,NA,NA,NA,0
"1015","30Q111","P.S. 111 JACOB BLACKWELL",2014,239,275,"60.7","30.1","6.3","2.9","9.2","P.S. 111 Jacob Blackwell",399,1,"P.S. 111 Jacob Blackwell",0,1,3,1,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11101,40.758831,-73.93938,1,26,43,4004419,4003630001,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,5
"1016","30Q112","P.S. 112 DUTCH KILLS",2014,217,298,"36.4","31.8","21.2","10.6","31.8","P.S. 112 Dutch Kills",481,1,"P.S. 112 Dutch Kills",1,0,1,1,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11101,40.756891,-73.934523,1,26,33,4004170,4003440001,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,3
"1017","30Q122","P.S. 122 MAMIE FAY",2014,723,335,"11.1","18.4","22.7","47.9","70.5","P.S. 122 Mamie Fay",1377,1,"P.S. 122 Mamie Fay",0,0,0,0,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11105,40.780347,-73.916655,1,22,103,4019633,4008800001,"Steinway",NA,NA,NA,NA,0
"1018","30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS",2014,486,287,"50.2","35","7.2","7.6","14.8","Albert Shanker School for Visual and Performing Ar",531,2,"Albert Shanker School for Visual and Performing Ar |  ALC - IS 126 |  31-51 21 STREET CONSOLIDATED LOCATION",0,0,2,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11106,40.766264,-73.930709,1,22,77,4006382,4005530001,"Astoria","4C","501-750",4006382,4005530001,2
"1019","30Q127","P.S. 127 AEROSPACE SCIENCE MAGNE",2014,852,289,"45.7","34.9","13.8","5.6","19.5","P.S. 127 Aerospace Science Magne",1462,1,"P.S. 127 Aerospace Science Magne",0,4,3,2,1,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11369,40.764646,-73.871641,3,21,357,4024487,4011090016,"East Elmhurst",NA,NA,NA,NA,10
"1020","30Q141","I.S. 141 THE STEINWAY",2014,1118,318,"13.9","35.9","31.6","18.7","50.3","I.S. 141 The Steinway",1209,1,"I.S. 141 The Steinway",0,1,0,1,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11105,40.775589,-73.90509,1,22,12301,4016102,4008100001,"Steinway",NA,NA,NA,NA,2
"1021","30Q145","I.S. 145 JOSEPH PULITZER",2014,2043,299,"35.1","40.7","17.5","6.7","24.2","I.S. 145 Joseph Pulitzer",2079,1,"I.S. 145 Joseph Pulitzer",1,2,5,0,2,"10C","2001-2500","2.39","7.89","13.67","5.22","3.94","QUEENS",11372,40.754661,-73.887112,3,25,285,4442764,4012520001,"Jackson Heights",NA,NA,NA,NA,10
"1022","30Q148","P.S. 148 QUEENS",2014,451,303,"26.6","43.2","20.2","10","30.2","P.S. 148 Queens",1041,1,"P.S. 148 Queens",0,0,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11369,40.758377,-73.879089,3,25,339,4034841,4014190001,"Jackson Heights",NA,NA,NA,NA,0
"1023","30Q149","P.S. 149 CHRISTA MCAULIFFE",2014,776,308,"23.7","34.4","28.6","13.3","41.9","P.S. 149 Christa Mcauliffe",1275,1,"P.S. 149 Christa Mcauliffe",0,0,1,0,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11372,40.754837,-73.874605,3,25,273,4035441,4014410015,"Jackson Heights",NA,NA,NA,NA,1
"1024","30Q150","P.S. 150 QUEENS",2014,593,326,"11","26","30.7","32.4","63.1","P.S. 150 Queens",1198,1,"P.S. 150 Queens",0,2,0,2,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11104,40.745537,-73.923776,2,26,18101,4002387,4001850001,"Hunters Point-Sunnyside-West Maspeth",NA,NA,NA,NA,4
"1025","30Q151","P.S. 151 MARY D. CARTER",2014,209,286,"45.9","31.1","15.3","7.7","23","P.S. 151 Mary D. Carter",486,1,"P.S. 151 Mary D. Carter",0,0,2,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11377,40.757499,-73.908898,1,22,163,4014094,4007520001,"Astoria",NA,NA,NA,NA,2
"1026","30Q152","P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL",2014,640,317,"15.5","30.6","30","23.9","53.9","P.S. 152 Gwendoline N. Alleyne School",1362,1,"P.S. 152 Gwendoline N. Alleyne School",1,1,0,2,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11377,40.753037,-73.900123,2,26,293,4027102,4011840014,"Woodside",NA,NA,NA,NA,4
"1027","30Q166","P.S. 166 HENRY GRADSTEIN",2014,504,313,"18.5","29","30.4","22.2","52.6","P.S. 166 Henry Gradstein",1240,1,"P.S. 166 Henry Gradstein",0,0,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11106,40.757309,-73.926733,1,26,57,4008220,4006100001,"Astoria",NA,NA,NA,NA,0
"1028","30Q171","P.S. 171 PETER G. VAN ALST",2014,240,295,"36.7","35.8","18.3","9.2","27.5","P.S. 171 Peter G. Van Alst",579,1,"P.S. 171 Peter G. Van Alst",0,1,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11102,40.771336,-73.929086,1,22,83,4006046,4005370014,"Old Astoria",NA,NA,NA,NA,2
"1029","30Q204","I.S. 204 OLIVER W. HOLMES",2014,676,298,"37.9","37.4","15.4","9.3","24.7","I.S. 204 Oliver W. Holmes",704,2,"I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION",0,3,8,2,1,"4C","501-750","0.52","1.71","2.49","1.16","0.75","QUEENS",11106,40.757065,-73.932664,1,26,51,4004156,4003430001,"Queensbridge-Ravenswood-Long Island City","5C","751-1000",4004156,4003430001,14
"1030","30Q212","P.S. 212",2014,385,310,"20","36.6","28.6","14.8","43.4","P.S. 212",808,1,"P.S. 212",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11372,40.753078,-73.884906,3,25,283,4437128,4014430019,"Jackson Heights",NA,NA,NA,NA,0
"1031","30Q227","I.S. 227 LOUIS ARMSTRONG",2014,1426,325,"7.3","33.2","38.1","21.4","59.5","I.S. 227 Louis Armstrong",1687,1,"I.S. 227 Louis Armstrong",1,2,3,3,0,"8C","1501-1750","0.81","3.95","6.51","2.3","1.78","QUEENS",11369,40.758408,-73.874472,3,21,353,4034891,4014230001,"East Elmhurst",NA,NA,NA,NA,9
"1032","30Q230","I.S. 230",2014,980,319,"14.8","32.9","33","19.4","52.3","I.S. 230",997,1,"I.S. 230",0,4,1,3,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11372,40.752866,-73.893193,3,25,289,4028931,4012600001,"Jackson Heights",NA,NA,NA,NA,8
"1033","30Q234","P.S. 234",2014,293,309,"24.9","32.4","25.6","17.1","42.7","P.S. 234",643,2,"P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION",NA,NA,NA,NA,NA,"4C","501-750",NA,NA,NA,NA,NA,"QUEENS",11102,40.767305,-73.923246,1,22,73,4007619,4005920015,"Old Astoria",NA,NA,NA,NA,NA
"1034","30Q235","ACADEMY FOR NEW AMERICANS",2014,222,284,"51.4","36.9","7.7","4.1","11.7","Academy for New Americans",166,2,"P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION",0,1,2,0,1,"2C","1-250","0.52","1.71","2.49","1.16","0.75","QUEENS",11102,40.766792,-73.922589,1,22,73,4007619,4005920015,"Old Astoria","5C","751-1000",4007619,4005920015,4
"1035","30Q280","P.S. 280",2014,100,299,"26","42","22","10","32","P.S. 280",478,1,"P.S. 280",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11372,40.754241,-73.873769,3,25,273,4541605,4014540018,"Jackson Heights",NA,NA,NA,NA,0
"1036","30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",2014,250,316,"14.4","38.4","34.4","12.8","47.2","Young Women's Leadership School, Astoria",576,1,"Young Women's Leadership School, Astoria",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11102,40.771215,-73.924591,1,22,69,4440035,4005420008,"Old Astoria",NA,NA,NA,NA,0
